traditional,simplified,pinyin,cefr_level,part_of_speech,definitions
順手,顺手,shùnshŏu,B2,Vs,easily | without trouble | while one is at it | in passing | handy
順序,顺序,shùnxù,B2,N,sequence | order
說不定,说不定,shuōbùdìng,B2,Adv,can't say for sure | maybe
碩士,硕士,shuòshì,B2,N,master's degree | person who has a master's degree | learned person
暑期,暑期,shŭqí,B2,N,summer vacation time
熟人,熟人,shúrén,B2,N,acquaintance | friend
輸入,输入,shūrù,B2,V,to import | to input
屬於,属于,shŭyú,B2,Vst,to be classified as | to belong to | to be part of
死,死,sĭ,B2,Adv,to die | impassable | uncrossable | inflexible | rigid | extremely | damned
絲,丝,sī,B2,N,"silk | thread | trace | (cuisine) shreds or julienne strips | classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc"
撕,撕,sī,B2,V,to tear
四處,四处,sìchù,B2,Adv / N,all over the place | everywhere and all directions
四方,四方,sìfāng,B2,N,four-way | four-sided | in all directions | everywhere
四季,四季,sìjì,B2,N,"four seasons, namely: spring 春, summer 夏, autumn 秋 and winter 冬"
私立,私立,sīlì,B2,Vs-attr,"private (company, school etc)"
私人,私人,sīrén,B2,N,private | personal | interpersonal | sb with whom one has a close personal relationship | a member of one's clique
思索,思索,sīsuŏ,B2,V,to think deeply | to ponder
死亡,死亡,sĭwáng,B2,Vp,to die | death
飼養,饲养,sìyăng,B2,V,to raise | to rear
四周,四周,sìzhōu,B2,N,all around
鬆,松,sōng,B2,Vs,"loose | to loosen | to relax | floss (dry, fluffy food product made from shredded, seasoned meat or fish, used as a topping or filling)"
送行,送行,sòngxíng,B2,Vi,to see someone off | to throw someone a send-off party
俗,俗,sú,B2,Vs,custom | convention | popular | common | coarse | vulgar | secular
算起來,算起来,suànqĭlái,B2,Adv,to calculate | to estimate | in total | all told | (fig.) if you think about it
算是,算是,suànshì,B2,Vst,considered to be | at last
算帳,算帐,suànzhàng,B2,V-sep,No definition available
俗話,俗话,súhuà,B2,N,common saying | proverb
俗話說,俗话说,súhuàshuō,B2,,as the proverb says | as they say...
隨,随,suí,B2,Vst,to follow | to comply with | varying according to... | to allow | subsequently
碎,碎,suì,B2,Vp,(transitive or intransitive verb) to break into pieces |  to shatter |  to crumble | broken |  fragmentary |  scattered | garrulous
隨手,随手,suíshŏu,B2,Adv,conveniently | without extra trouble | while doing it | in passing
歲數,岁数,suìshù,B2,N,age (number of years old)
隨意,随意,suíyì,B2,Vs,as one wishes | according to one's wishes | at will | voluntary | conscious
隨著,随着,suízhe,B2,Prep,along with | in the wake of | following
塑膠,塑胶,sùjiāo,B2,N,synthetic resin | plastic cement | (Tw) plastic
損失,损失,sŭnshī,B2,N / Vpt,loss | damage | to lose | to suffer damage
縮,缩,suō,B2,V,to withdraw | to pull back | to contract | to shrink | to reduce | abbreviation | also pr. 
縮短,缩短,suōduăn,B2,V,to curtail | to cut down
縮水,缩水,suōshuĭ,B2,Vp,to shrink (in the wash) | fig. to shrink (of profits etc)
素食,素食,sùshí,B2,N,vegetarian food | to eat a vegetarian diet
牠,牠,tā,B2,N,it (used for animals)
踏,踏,tà,B2,V,to tread | to stamp | to step on | to press a pedal | to investigate on the spot
塌,塌,tā,B2,Vp,to collapse | to droop | to settle down
太極拳,太极拳,tàijíquán,B2,N,"shadowboxing or Taiji, T'aichi or T'aichichuan | traditional form of physical exercise or relaxation | a martial art"
太空,太空,tàikōng,B2,N,outer space
抬頭,擡头,táitóu,B2,V-sep,No definition available
彈,弹,tán,B2,V,to pluck (a string) | to play (a string instrument) | to spring or leap | to shoot (e.g. with a catapult) | (of cotton) to fluff or tease | to flick | to flip | to accuse | to impeach | elastic (of materials)
探,探,tàn,B2,V,to explore | to search out | to scout | to visit | to stretch forward
趟,趟,tàng,B2,M,"classifier for times, round trips or rows | a time | a trip"
燙,烫,tàng,B2,V / Vs,to scald | to burn (by scalding) | to blanch (cooking) | to heat (sth) up in hot water | to perm | to iron | scalding hot
湯圓,汤圆,tāngyuán,B2,N,"boiled or deep-fried balls of glutinous rice flour, usually eaten during Lantern Festival"
談判,谈判,tánpàn,B2,Vi,to negotiate | negotiation | talks | conference
探親,探亲,tànqīn,B2,V-sep,to go home to visit one's family
探討,探讨,tàntăo,B2,V,to investigate | to probe
攤位,摊位,tānwèi,B2,N,vendor's booth
毯子,毯子,tănzi,B2,N,blanket
攤子,摊子,tānzi,B2,N,booth |  vendor's stall | (fig.) organizational structure |  scale of operations
套,套,tào,B2,V,"to cover | to encase | cover | sheath | to overlap | to interleave | to model after | to copy | formula | harness | loop of rope | (fig.) to fish for | to obtain slyly | classifier for sets, collections | bend (of a river or mountain range, in place names) | tau (Greek letter Ττ)"
逃,逃,táo,B2,Vi,to escape | to run away | to flee
討,讨,tăo,B2,V,to invite | to provoke | to demand or ask for | to send armed forces to suppress | to denounce or condemn | to marry (a woman) | to discuss or study
掏,掏,tāo,B2,V,variant of 掏
逃避,逃避,táobì,B2,V,to escape | to evade | to avoid | to shirk
陶瓷,陶瓷,táocí,B2,N,pottery and porcelain | ceramics
淘氣,淘气,táoqì,B2,Vs,naughty | mischievous
桃,桃,táo,B2,N,peach
逃走,逃走,táozŏu,B2,Vp,to escape | to flee | to run away
特別,特别,tèbié,B2,Adv,unusual |  special | very |  especially |  particularly | expressly |  for a specific purpose | (often followed by 是) in particular
特點,特点,tèdiăn,B2,N,characteristic (feature) | trait | feature
提,提,tí,B2,V,to carry (hanging down from the hand) | to lift | to put forward | to mention | to raise (an issue) | upwards character stroke | lifting brush stroke (in painting) | scoop for measuring liquid
天才,天才,tiāncái,B2,N,talent | gift | genius | talented | gifted
天空,天空,tiānkōng,B2,N,sky
天然,天然,tiānrán,B2,Vs,natural
天文,天文,tiānwén,B2,N,astronomy
田野,田野,tiányě,B2,N,field | open land
天真,天真,tiānzhēn,B2,Vs,naive | innocent | artless
天主教,天主教,tiānzhŭjiào,B2,N,Catholicism
調,调,tiáo,B2,V,to harmonize | to reconcile | to blend | to suit well | to adjust | to regulate | to season (food) | to provoke | to incite
挑,挑,tiāo,B2,V,to raise | to dig up | to poke | to prick | to incite | to stir up
跳高,跳高,tiàogāo,B2,Vi,high jump (athletics)
挑選,挑选,tiāoxuăn,B2,V,to choose | to select
跳遠,跳远,tiàoyuăn,B2,Vi,long jump (athletics)
條約,条约,tiáoyuē,B2,N,treaty | pact
調整,调整,tiáozhěng,B2,V,to adjust | adjustment | revision
貼心,贴心,tiēxīn,B2,Vs,intimate | close | considerate
挺,挺,tĭng,B2,V / Vs,straight | erect | to stick out (a part of the body) | to (physically) straighten up | to support | to withstand | outstanding | (coll.) quite | very | classifier for machine guns
停止,停止,tíngzhĭ,B2,Vpt,to stop |  to halt |  to cease
提起,提起,tíqĭ,B2,V,"to mention | to speak of | to lift | to pick up | to arouse | to raise (a topic, a heavy weight, one's fist, one's spirits etc)"
提前,提前,tíqián,B2,Vp,to shift to an earlier date | to do sth ahead of time | in advance
體溫,体温,tĭwēn,B2,N,(body) temperature
提醒,提醒,tíxĭng,B2,V,to remind | to call attention to | to warn of
體驗,体验,tĭyàn,B2,V,to experience for oneself
提早,提早,tízăo,B2,Vp,ahead of schedule | sooner than planned | to bring forward (to an earlier time)
通,通,tōng,B2,M / Vst,"classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)"
同,同,tóng,B2,Adv / Vs,see 衚衕|胡同
銅,铜,tóng,B2,N,copper (chemistry) | see also 紅銅|红铜
桶,桶,tŏng,B2,M,bucket | (trash) can | barrel (of oil etc)
同胞,同胞,tóngbāo,B2,N,born of the same parents | sibling | fellow citizen | compatriot
通常,通常,tōngcháng,B2,Adv,regular | usual | normal | usually | normally
通過,通过,tōngguò,B2,V,to pass through |  to get through | to adopt (a resolution) |  to pass (legislation) | to pass (a test) | by means of |  through |  via
統計,统计,tŏngjì,B2,V,statistics | to count | to add up
痛快,痛快,tòngkuài,B2,Vs,delighted | to one's heart's content | straightforward | also pr. 
通信,通信,tōngxìn,B2,V-sep,to correspond (by letter etc) | to communicate | communication
通訊,通讯,tōngxùn,B2,N,communications | news story | dispatch
統一,统一,tŏngyī,B2,Vs,to unify |  to integrate | unified |  integrated
同志,同志,tóngzhì,B2,N,comrade | (slang) homosexual
統治,统治,tŏngzhì,B2,V,to rule (a country) | to govern | rule | regime
頭,头,tóu,B2,M,suffix for nouns
透,透,tòu,B2,Vs,(bound form) to penetrate |  to seep through | to tell secretly |  to leak | thoroughly |  through and through | to appear |  to show
偷,偷,tōu/tōutōu,B2,Adv,to steal | to pilfer | to snatch | thief | stealthily
偷偷,偷偷,tōu/tōutōu,B2,Adv,stealthily | secretly | covertly | furtively | on the sly
透過,透过,tòuguò,B2,Prep,to pass through | to penetrate | by means of | via
頭腦,头脑,tóunăo,B2,N,brains | mind | skull | (fig.) gist (of a matter) | leader | boss
投票,投票,tóupiào,B2,V-sep,to vote | vote
投入,投入,tóurù,B2,V,to throw into | to put into | to throw oneself into | to participate in | to invest in | absorbed | engrossed
投降,投降,tóuxiáng,B2,Vi,to surrender
投資,投资,tóuzī,B2,N,investment | to invest
吐,吐,tŭ,B2,V,to vomit | to throw up
禿,秃,tū,B2,Vs,bald | blunt
團,团,tuán,B2,M,dumpling
團結,团结,tuánjié,B2,Vs,to unite | unity | solidarity | united
突出,突出,túchū,B2,Vs,prominent | outstanding | to give prominence to | to protrude | to project
圖畫,图画,túhuà,B2,N,drawing | picture
退,退,tuì,B2,Vpt,to retreat |  to withdraw | to reject |  to return (sth) | to decline
退出,退出,tuìchū,B2,Vpt,to withdraw | to abort | to quit | to log out (computing)
推動,推动,tuīdòng,B2,V,to push (e.g. for acceptance of a plan) |  to promote |  to give impetus to
推翻,推翻,tuīfān,B2,V,to overthrow
推廣,推广,tuīguăng,B2,V,to extend | to spread | to popularize | generalization | promotion (of a product etc)
退回,退回,tuìhuí,B2,Vpt,to return (an item) | to send back | to go back
途徑,途径,tújìng,B2,N,way |  means |  channel
吞,吞,tūn,B2,V,to swallow | to take
拖,拖,tuō,B2,V,to drag | to tow | to trail | to hang down | to mop (the floor) | to delay | to drag on
妥當,妥当,tuŏdàng,B2,Vs,appropriate | proper | ready
托兒所,托儿所,tuōérsuŏ,B2,N,nursery
脫離,脱离,tuōlí,B2,V,to separate oneself from | to break away from | diastasis (medicine) | abscission | abjunction (botany)
妥善,妥善,tuŏshàn,B2,Vs,appropriate |  proper
妥協,妥协,tuŏxié,B2,Vi,to compromise | to reach terms | a compromise
突破,突破,túpò,B2,N / V,to break through | to make a breakthrough | to surmount (an obstacle) | (sports) to break through the opponent's defense
圖書,图书,túshū,B2,N,books (in a library or bookstore)
圖章,图章,túzhāng,B2,N,stamp | seal
挖,挖,wā,B2,V,to dig | to excavate | to scoop out
歪,歪,wāi,B2,Vs,to sprain (one's ankle) (Tw)
外表,外表,wàibiăo,B2,N,external | outside | outward appearance
外部,外部,wàibù,B2,N,the outside |  (attributive) external | exterior |  surface
外出,外出,wàichū,B2,Vi,to go out | to go away (on a trip etc)
外地,外地,wàidì,B2,N,parts of the country other than where one is
外觀,外观,wàiguān,B2,N,outward appearance
外行,外行,wàiháng,B2,Vs,layman | amateur
外匯,外汇,wàihuì,B2,N,foreign (currency) exchange
外交,外交,wàijiāo,B2,N,diplomacy | diplomatic | foreign affairs
外界,外界,wàijiè,B2,N,the outside world | external
外科,外科,wàikē,B2,N,surgery (branch of medicine)
彎,弯,wān,B2,Vs,to bend | bent | a bend |  a turn (in a road etc)
晚輩,晚辈,wănbèi,B2,N,the younger generation | those who come after
完畢,完毕,wánbì,B2,Vp,to finish | to end | to complete
望,望,wàng,B2,V,15th day of month (lunar calendar) | old variant of 望
往,往,wăng,B2,V,old variant of 往
完美,完美,wánměi,B2,Vs,perfect
完善,完善,wánshàn,B2,Vs,"(of systems, facilities etc) comprehensive | well-developed | excellent | to refine | to improve"
玩笑,玩笑,wánxiào,B2,N,to joke | joke | jest
彎腰,弯腰,wānyāo,B2,V-sep,to stoop
完整,完整,wánzhěng,B2,Vs,complete | intact
瓦斯,瓦斯,wăsī,B2,N,gas (loanword)
圍,围,wéi,B2,V,"to encircle | to surround | all around | to wear by wrapping around (scarf, shawl)"
未,未,wèi,B2,Adv,"not yet | did not | have not | not | 8th earthly branch: 1-3 p.m., 6th solar month (7th July-6th August), year of the Sheep | ancient Chinese compass point: 210°"
尾巴,尾巴,wěibā/wěi,B2,N,tail | colloquial pr. 
尾,尾,wěibā/wěi,B2,N,horse's tail | pointed posterior section of a locust etc
違反,违反,wéifăn,B2,Vst,to violate (a law)
為何,为何,wèihé,B2,Adv,why
維護,维护,wéihù,B2,V,to defend | to safeguard | to protect | to uphold | to maintain
未婚,未婚,wèihūn,B2,Vs,unmarried
危機,危机,wéijī,B2,N,crisis
味精,味精,wèijīng,B2,N,monosodium glutamate (MSG)
為難,为难,wéinán,B2,Vs,to feel embarrassed or awkward | to make things difficult (for someone) | to find things difficult (to do or manage)
委屈,委屈,wěiqū,B2,Vs,to feel wronged | to cause sb to feel wronged | grievance
衛生,卫生,wèishēng,B2,Vs,health | hygiene | sanitation
維生素,维生素,wéishēngsù,B2,N,vitamin
維他命,维他命,wéitāmìng,B2,N,vitamin (loanword)
委託,委托,wěituō,B2,V,to entrust | to trust | to commission
慰問,慰问,wèiwèn,B2,V,"to express sympathy, greetings, consolation etc"
威脅,威胁,wēixié,B2,N / V,to threaten |  to menace
衛星,卫星,wèixīng,B2,N,satellite | moon
唯一,唯一,wéiyī,B2,Vs-attr,only |  sole
位於,位于,wèiyú,B2,Vst,to be located at | to be situated at | to lie
委員,委员,wěiyuán,B2,N,committee member
吻,吻,wěn,B2,N / V,variant of 吻
穩,稳,wěn,B2,Vs,settled |  steady |  stable
溫,温,wēn,B2,Vs,warm | lukewarm | temperature | to warm up | mild | soft | tender | to review (a lesson etc) | fever (TCM) | old variant of 瘟
溫和,温和,wēnhé,B2,Vs,lukewarm
文具,文具,wénjù,B2,N,"stationery | item of stationery (pen, pencil, eraser, pencil sharpener etc)"
文憑,文凭,wénpíng,B2,N,diploma
文物,文物,wénwù,B2,N,cultural relic | historical relic
文藝,文艺,wényì,B2,N,literature and art
握,握,wò,B2,V,to hold |  to grasp | to clench (one's fist) | (bound form) to have in one's control | classifier: a handful
勿,勿,wù,B2,Adv,do not
誤,误,wù,B2,Adv / Vst,mistake | error | to miss | to harm | to delay | to neglect | mistakenly
霧,雾,wù,B2,N,fog | mist
舞蹈,舞蹈,wŭdào,B2,N,dance (performance art) | dancing
誤點,误点,wùdiăn,B2,Vp,"not on time | late (public transport, airlines) | overdue | behind schedule | delayed"
誤會,误会,wùhuì,B2,Vst,to misunderstand | to mistake | misunderstanding
無可奈何,无可奈何,wúkěnàihé,B2,Vs,have no way out | have no alternative | abbr. to 無奈|无奈
物理,物理,wùlĭ,B2,N,physics | physical
無論,无论,wúlùn,B2,Conj,no matter what or how | regardless of whether...
武器,武器,wŭqì,B2,N,weapon | arms
無情,无情,wúqíng,B2,Vs,pitiless | ruthless | merciless | heartless
無數,无数,wúshù,B2,Det,countless | numberless | innumerable
武術,武术,wŭshù,B2,N,military skill or technique (in former times) | all kinds of martial art sports (some claiming spiritual development) | self-defense | tradition of choreographed fights from opera and film (recent usage) | also called kungfu 功夫
